Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound
Vietnam,2015,55-59 years,Both,Smoking,Exposure per 100,30.498007575833004,23.290331758182,38.489539693831
Laos,2015,55-59 years,Both,Smoking,Exposure per 100,26.561726318444002,20.295668540379,34.018351773983
Malaysia,2015,55-59 years,Both,Smoking,Exposure per 100,18.418562909836,14.974912302148999,22.219592037862
Thailand,2015,55-59 years,Both,Smoking,Exposure per 100,23.84236334319,19.683603229465,29.024715666947
Brunei,2015,55-59 years,Both,Smoking,Exposure per 100,11.685528743483,9.3267859216276,14.653103682725
Philippines,2015,55-59 years,Both,Smoking,Exposure per 100,24.521967849448,20.735346937129002,28.679312672524997
Indonesia,2015,55-59 years,Both,Smoking,Exposure per 100,17.75754814852,15.12705631182,20.410919484678
Singapore,2015,55-59 years,Both,Smoking,Exposure per 100,10.113363278876001,8.430965478985799,11.910799158189
Timor-Leste,2015,55-59 years,Both,Smoking,Exposure per 100,20.959537235705,15.975149737141999,26.96560818093
Maldives,2015,55-59 years,Both,Smoking,Exposure per 100,12.538494487607,9.4114029963179,15.826294839117
Nepal,2015,55-59 years,Both,Smoking,Exposure per 100,19.141529278194998,14.030889757347001,24.905745313323997
Pakistan,2015,55-59 years,Both,Smoking,Exposure per 100,15.873836581646,11.462325764175,21.172783836979
Iran,2015,55-59 years,Both,Smoking,Exposure per 100,12.611780675876998,9.712474700472,15.979700946282
Sri Lanka,2015,55-59 years,Both,Smoking,Exposure per 100,9.0657017055607,6.8795026166777005,11.845036586347
Bhutan,2015,55-59 years,Both,Smoking,Exposure per 100,4.3507151981781,2.6196920422419003,6.647392514976801
Bangladesh,2015,55-59 years,Both,Smoking,Exposure per 100,21.594987571905,17.997015020574,25.301949237452998
Afghanistan,2015,55-59 years,Both,Smoking,Exposure per 100,18.0967729987,10.009846333928001,26.718294263620002
Oman,2015,55-59 years,Both,Smoking,Exposure per 100,6.9582335049008,4.7313515383387,9.760940948734401
Kuwait,2015,55-59 years,Both,Smoking,Exposure per 100,10.184313045404,7.3198527601548005,13.399913169149
Palestine,2015,55-59 years,Both,Smoking,Exposure per 100,17.651795054553,14.110424943116001,21.523249135817
Lebanon,2015,55-59 years,Both,Smoking,Exposure per 100,32.296913399333,24.199411311644,40.848633247432
Qatar,2015,55-59 years,Both,Smoking,Exposure per 100,9.3145169152098,6.1445678695225,13.225321307745999
Saudi Arabia,2015,55-59 years,Both,Smoking,Exposure per 100,8.7552771956328,7.1941049190271,10.340213514969001
Turkey,2015,55-59 years,Both,Smoking,Exposure per 100,28.706112476587,24.839988793269,32.734567022965
Yemen,2015,55-59 years,Both,Smoking,Exposure per 100,15.027889372375999,9.8544889269849,22.242356226884
Iraq,2015,55-59 years,Both,Smoking,Exposure per 100,18.793097434076998,14.124014647794,24.783119776990002
Jordan,2015,55-59 years,Both,Smoking,Exposure per 100,17.968188193206,13.706204495535,22.930645908577
Syria,2015,55-59 years,Both,Smoking,Exposure per 100,15.259076625845,10.041551566027,22.390420802963
Israel,2015,55-59 years,Both,Smoking,Exposure per 100,22.02076683821,18.712661023825998,25.275711523147997
Georgia,2015,55-59 years,Both,Smoking,Exposure per 100,28.248351567856,23.524133633453,33.335442076418
Cyprus,2015,55-59 years,Both,Smoking,Exposure per 100,25.901540236345998,22.331082765654,30.026073475144997
Bahrain,2015,55-59 years,Both,Smoking,Exposure per 100,9.7976532841146,6.7455959888401,14.428484421261
Azerbaijan,2015,55-59 years,Both,Smoking,Exposure per 100,24.716735841760002,20.124010541121002,30.137348653964004
Armenia,2015,55-59 years,Both,Smoking,Exposure per 100,33.354260031545,27.855406016597,39.340934108576
United Arab Emirates,2015,55-59 years,Both,Smoking,Exposure per 100,10.319405940334,6.472610053766201,15.034885313233001
Moldova,2015,55-59 years,Both,Smoking,Exposure per 100,21.987015859613,18.873439433597998,25.639979585084998
Hungary,2015,55-59 years,Both,Smoking,Exposure per 100,51.53010857662,45.234396060295,57.804623412019
Poland,2015,55-59 years,Both,Smoking,Exposure per 100,46.265651238206004,41.542505093742,51.693266670800995
Romania,2015,55-59 years,Both,Smoking,Exposure per 100,33.71353394162,29.417928563133,38.607424190589
Ukraine,2015,55-59 years,Both,Smoking,Exposure per 100,28.991956342991998,25.247834209886,33.109118641114996
Belarus,2015,55-59 years,Both,Smoking,Exposure per 100,35.706080391204,30.447639130468,40.126549814608
Czech Republic,2015,55-59 years,Both,Smoking,Exposure per 100,31.685021638235998,27.814200684647002,35.393949014818
Russia,2015,55-59 years,Both,Smoking,Exposure per 100,31.089015931176,27.601199088252,34.967933541651
Slovakia,2015,55-59 years,Both,Smoking,Exposure per 100,28.288350631401997,23.677961507817997,33.769588263277
Bulgaria,2015,55-59 years,Both,Smoking,Exposure per 100,43.147587938964996,38.043701252344,48.654949293413004
Norway,2015,55-59 years,Both,Smoking,Exposure per 100,23.684345196424,20.614534369629002,27.37922795642
Sweden,2015,55-59 years,Both,Smoking,Exposure per 100,17.449490164386,15.893559217577998,19.175760514388
Lithuania,2015,55-59 years,Both,Smoking,Exposure per 100,28.096609133690997,24.437086793189998,31.856455300957
Latvia,2015,55-59 years,Both,Smoking,Exposure per 100,31.367109576226,27.659024720252003,35.423820741319
Ireland,2015,55-59 years,Both,Smoking,Exposure per 100,25.465527109988003,22.270578560076,29.089085650932
Iceland,2015,55-59 years,Both,Smoking,Exposure per 100,21.239526038796,18.264653059538,24.397536823381998
United Kingdom,2015,55-59 years,Both,Smoking,Exposure per 100,25.283090355054,23.686283287589998,26.836074912794
Finland,2015,55-59 years,Both,Smoking,Exposure per 100,20.203033786044,18.208160942612,22.393965069708997
Estonia,2015,55-59 years,Both,Smoking,Exposure per 100,28.27120774556,25.066081864634,31.631169357830004
Denmark,2015,55-59 years,Both,Smoking,Exposure per 100,31.32671607016,28.032726023985,35.017352392659
Macedonia,2015,55-59 years,Both,Smoking,Exposure per 100,43.257444641397,36.978764634901005,50.232808407122995
Montenegro,2015,55-59 years,Both,Smoking,Exposure per 100,49.992349429581004,41.636855006706,58.45708860178001
Croatia,2015,55-59 years,Both,Smoking,Exposure per 100,41.238804592903996,36.257041403181,46.402474905125004
Malta,2015,55-59 years,Both,Smoking,Exposure per 100,21.420656447555,18.316294797879,24.97795395905
Slovenia,2015,55-59 years,Both,Smoking,Exposure per 100,28.570472660287,24.824800737246,32.853297270092
Greece,2015,55-59 years,Both,Smoking,Exposure per 100,41.512768203193,37.362366024262,45.679553161092
Italy,2015,55-59 years,Both,Smoking,Exposure per 100,24.810506180461,22.192144558221997,27.609953193106
Portugal,2015,55-59 years,Both,Smoking,Exposure per 100,21.599432860549,18.776255029646,25.06917060137
Serbia,2015,55-59 years,Both,Smoking,Exposure per 100,46.89775798401,40.504430473637,53.824135308444
Spain,2015,55-59 years,Both,Smoking,Exposure per 100,29.426290946431997,26.180817356059,32.923839507486
Bosnia and Herzegovina,2015,55-59 years,Both,Smoking,Exposure per 100,39.516201143032994,33.694279605907,46.376992297876
Andorra,2015,55-59 years,Both,Smoking,Exposure per 100,21.804407152409,17.348410143354002,26.783390283014004
Albania,2015,55-59 years,Both,Smoking,Exposure per 100,22.892702332964,18.869376117003,27.444340373034997
Netherlands,2015,55-59 years,Both,Smoking,Exposure per 100,33.988775264606005,30.818420007832998,37.475687336711
Luxembourg,2015,55-59 years,Both,Smoking,Exposure per 100,25.981880005302,21.961538395218,30.64967497203
France,2015,55-59 years,Both,Smoking,Exposure per 100,33.382011251714,29.490729690954996,37.985314234377995
Germany,2015,55-59 years,Both,Smoking,Exposure per 100,30.373648987661,27.37289082371,33.699677710643996
Switzerland,2015,55-59 years,Both,Smoking,Exposure per 100,23.935943409217998,20.980003898259,27.193211465417
Belgium,2015,55-59 years,Both,Smoking,Exposure per 100,34.654853225158,30.898204761273,38.746368572263
Austria,2015,55-59 years,Both,Smoking,Exposure per 100,31.630549515257,28.135045468229,35.367812216353
New Zealand,2015,55-59 years,Both,Smoking,Exposure per 100,20.321018131857,18.009940966782,23.100804067764997
Australia,2015,55-59 years,Both,Smoking,Exposure per 100,18.680654579291,16.432273989111,20.865718594884
Papua New Guinea,2015,55-59 years,Both,Smoking,Exposure per 100,26.064404764458,19.377796982367,34.341296891503
Vanuatu,2015,55-59 years,Both,Smoking,Exposure per 100,14.60971826408,9.603548127226,21.299594280193
Solomon Islands,2015,55-59 years,Both,Smoking,Exposure per 100,22.370154422337,15.75001400951,30.640383615243
Fiji,2015,55-59 years,Both,Smoking,Exposure per 100,10.168354216483,7.4531170293253,12.951006275308
Guam,2015,55-59 years,Both,Smoking,Exposure per 100,33.848433921496,27.198525384592,41.060421096277
Northern Mariana Islands,2015,55-59 years,Both,Smoking,Exposure per 100,39.551244089045,32.190721501984,47.607389926527
Marshall Islands,2015,55-59 years,Both,Smoking,Exposure per 100,15.465508689734001,10.927564580696,20.622877840809
Federated States of Micronesia,2015,55-59 years,Both,Smoking,Exposure per 100,17.330100705800998,11.326542369333,25.988390053731
Kiribati,2015,55-59 years,Both,Smoking,Exposure per 100,35.573908082838,29.355226349897002,42.202170599816
Samoa,2015,55-59 years,Both,Smoking,Exposure per 100,20.579813554112,14.937684665264001,26.727881925023
Tonga,2015,55-59 years,Both,Smoking,Exposure per 100,26.943639772460998,21.532533191455,33.1618509454
American Samoa,2015,55-59 years,Both,Smoking,Exposure per 100,24.625477054011,18.982724360504,30.935037407046
Canada,2015,55-59 years,Both,Smoking,Exposure per 100,26.149452380329002,22.614915646286,30.494320868831
Egypt,2015,55-59 years,Both,Smoking,Exposure per 100,15.820924440875,13.582289973022,18.223292485716
India,2015,55-59 years,Both,Smoking,Exposure per 100,8.3014532127808,7.5446907935835,9.130221769525

"Global Burden of Disease Study 2015. Global Burden of Disease Study 2015 (GBD 2015) Results. Seattle, United States: Institute for Health Metrics and Evaluation (IHME), 2016."
"Available from from https://http://vizhub.healthdata.org/gbd-compare/"
"For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions"
