Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound
Burkina Faso,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,4.6355035,3.4057654,6.3116781
Benin,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,5.3196541999999996,4.0113829,6.8860933
Dominica,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.6228997,6.8138993999999995,10.650417
Dominican Republic,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,6.5007977,5.003038,8.3795041
Antigua and Barbuda,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.409416499999999,7.392080900000001,11.666091000000002
Cuba,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.844228600000001,7.7568308,12.230428999999999
Grenada,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.9561671,7.0016429,11.290951
Jamaica,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,11.733686,9.5282272,14.262696
Trinidad and Tobago,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.489673,5.85902,9.5074221
The Bahamas,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.5675752,7.5113907,12.008393
Saint Lucia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,10.961235,9.0672806,13.337107000000001
Saint Vincent and the Grenadines,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.0932913,7.0557177,11.328253
Barbados,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,10.46942,8.5196652,12.678370999999999
Haiti,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,6.593968,4.9970165,8.2878217
Puerto Rico,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,11.876119000000001,9.4717287,14.605546
"Virgin Islands, U.S.",2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.8892979,7.762100500000001,12.320821
Panama,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,12.207393,10.230126,14.314651000000001
El Salvador,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.290564799999999,7.6229363999999995,11.057426
Nicaragua,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.2899591,7.7360943,11.125965
Mexico,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,13.374305999999999,11.434993,15.552703000000001
Honduras,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.8934213,7.311495399999999,10.772854
Guatemala,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.195139300000001,7.6139136999999995,10.983928
Costa Rica,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,10.063914,8.262760199999999,12.138272
Belize,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.3629578,6.577035,10.378612
United States,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,11.484403,9.7996682,13.41686
Greenland,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.9961136,6.5591529,9.543605099999999
Bermuda,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.2455712000000005,5.8160748,8.8452615
Colombia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,6.943935199999999,5.6813244,8.3909132
Guyana,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.4833317,6.5338864999999995,10.748307
Ecuador,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.3630821,7.379938699999999,11.702202
Paraguay,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.1208883,7.681865999999999,10.778915999999999
Suriname,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.0270966,7.1213275000000005,11.363515
Uruguay,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.008905500000001,6.4778008,9.8194353
Venezuela,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.390277399999999,7.7002682,11.303287
Peru,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,10.465142,8.4463917,12.83464
Chile,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.234950699999999,7.542789,11.082409
Brazil,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.211918899999999,6.8696246,9.7290166
Bolivia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.8438174,7.7440052999999995,12.225416
Argentina,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.8731041,8.2453974,11.820172
Turkmenistan,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,6.8992041,5.1585544,9.1264993
Uzbekistan,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,6.9023766,5.6629803,8.283782
Tajikistan,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,5.6969423,4.2673636,7.618788599999999
Kyrgyzstan,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,6.3328363,4.5707683999999995,8.6016715
Kazakhstan,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.137071300000001,5.3034894,9.7495571
Mongolia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,5.6426331,4.3194976,7.274673900000001
Taiwan,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,10.27506,8.2852721,12.455556
South Korea,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.6359672,7.1390867,10.347842
North Korea,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.5140573,5.9094716,9.439718
Japan,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.6876005,7.2989948,10.301676
China,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.7529985,8.233954,11.503717
Myanmar,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.6343276,5.795316,9.5310919
Cambodia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,2.0216959,1.4612059,2.7289392
Vietnam,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,6.7771159,4.9443204,9.1929801
Laos,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.0276752,5.0452832,9.6891478
Malaysia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,10.766422,8.1624225,13.773023
Thailand,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.3999828,6.4305551,10.718888
Brunei,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.868585300000001,7.7360526,12.617899
Philippines,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,5.9961714,4.464253,7.961863299999999
Indonesia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.1578672,6.1900914,10.555962000000001
Singapore,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.020192399999999,6.3021936,10.032813
Timor-Leste,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,3.2086082,2.4624133,4.0911548
Maldives,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.2048021,6.0400624,10.876384
Nepal,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.8209465,7.2459713,10.610086
Pakistan,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,12.286999,10.100666,14.728951000000002
Iran,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.0264494,6.4195558,9.9826016
Sri Lanka,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.675058399999999,5.655380699999999,10.105535
Bhutan,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,11.42103,9.5014468,13.537276
Bangladesh,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,10.092194000000001,8.2781106,12.235387000000001
Afghanistan,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,6.4552993,4.7953296,8.6487889
Oman,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.7662347,6.6564359,11.165532
Kuwait,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,10.151269000000001,8.245755,12.334418
Palestine,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.1106571,7.1489788999999995,11.518385
Lebanon,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,12.070575,9.345039700000001,15.256278000000002
Qatar,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,12.161666,9.612204100000001,15.259731000000002
Saudi Arabia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,10.505039,8.8316344,12.475178000000001
Turkey,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,10.958646,8.8812187,13.376075000000002
Yemen,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.988479699999999,6.0960006,10.119799
Iraq,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.2093743,6.9846429,11.915125999999999
Jordan,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,13.853731999999999,10.937239,17.305163
Syria,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.0309866,6.687504800000001,12.216453
Israel,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,10.835287000000001,9.0580493,12.789935999999999
Georgia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.0408732,5.2897226,9.539886599999999
Cyprus,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.9323148,7.0994668,10.980425
Bahrain,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.8426253,7.4587174,12.731165
Azerbaijan,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.216235999999999,5.3404603,9.750213500000001
Armenia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.0534006,5.217807700000001,9.5726155
United Arab Emirates,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,13.117172,10.150066,16.708247
Moldova,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.5039782,6.0123786,9.075749700000001
Hungary,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.4858539,5.7079494,9.7282223
Poland,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.9681344,6.1174933000000005,9.928453
Romania,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.893468400000001,5.7504751,10.368675
Ukraine,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.685691899999999,6.083975,9.5904745
Belarus,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.5115159,5.8997769,9.5342778
Czech Republic,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.3798908,6.3632198,10.91345
Russia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.7091682,8.0602393,11.565035
Slovakia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.4926054,6.250882900000001,11.687748000000001
Bulgaria,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.9951316,5.6530431,10.616615
Norway,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.9232996,7.1787618,10.902403
Sweden,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.8059375,6.300668399999999,9.5785208
Lithuania,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.394398299999999,7.6531455,11.455286000000001
Latvia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.8856014000000005,6.2519476,9.8894455
Ireland,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,6.6858477999999995,5.290755300000001,8.1698112
Iceland,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.1733493,7.3830828,11.224721
United Kingdom,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.9302311,6.565655,9.4173387
Finland,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.502032400000001,7.714045,11.568933000000001
Estonia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,6.4058721,5.0677735,7.951653
Denmark,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.7004641,6.1097383,9.5701277
Macedonia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.0888413,5.9677992,10.688106999999999
Montenegro,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.032874,5.8944877,10.668899
Croatia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.561117,7.0665941,12.518302
Malta,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.9462161,7.1250901,11.183176
Slovenia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.1102118,5.9273023,11.005756
Greece,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,6.578455099999999,5.1583309,8.1578746
Italy,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.9771392,6.4438656,9.7080477
Portugal,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.362783,5.890467800000001,9.0624146
Serbia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.0039412,5.8806833,10.621593
Spain,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.9593671,7.2690985999999995,10.817468
Bosnia and Herzegovina,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.007925,5.776791299999999,10.684809000000001
Andorra,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.4703952,6.706228100000001,10.458604000000001
Albania,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.2113025,7.0705481,11.759663
Netherlands,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,6.550651,5.1991597,8.1850491
Luxembourg,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.580409,7.0153832,10.442274
France,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.2150154,6.649469600000001,9.9703528
Germany,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.9109713,6.3563890999999995,9.7778246
Switzerland,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.232360100000001,7.6241814,11.137927
Belgium,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,8.6752146,6.9717020000000005,10.620182999999999
Austria,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,6.7640953,5.3335506,8.449462800000001
New Zealand,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,10.597607,8.738602700000001,12.664522
Australia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.899049700000001,6.395670000000001,9.6638039
Papua New Guinea,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.5061935,7.070489200000001,12.550515
Vanuatu,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,9.6939072,7.477521199999999,12.497643
Solomon Islands,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,11.351167,8.0799222,15.448727000000002
Fiji,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,15.069176,11.493735,19.583158
Guam,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,12.836842,8.9673154,17.65237
Northern Mariana Islands,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,13.148136,9.0505525,18.354334
Marshall Islands,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,18.983907,13.883691,24.996692
Federated States of Micronesia,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,13.736515999999998,9.658991499999999,18.753299000000002
Kiribati,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,14.415474,10.802239,19.267966
Samoa,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,11.154012,7.9388499,15.266597
Tonga,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,10.981961,7.6962605,15.172209
American Samoa,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,18.718156,14.203146,24.355421999999997
Canada,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,7.0149935999999995,5.7626899,8.4510066
Egypt,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,5.3680262999999995,3.9470393,7.0894629
India,2015,50-54 years,Both,High fasting plasma glucose,Exposure per 100,12.217712,10.409166,14.226951

"Global Burden of Disease Study 2015. Global Burden of Disease Study 2015 (GBD 2015) Results. Seattle, United States: Institute for Health Metrics and Evaluation (IHME), 2016."
"Available from from https://http://vizhub.healthdata.org/gbd-compare/"
"For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions"
