Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Cape Verde,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0775580950439,0.0670528949333,0.0889766265727
Cote d'Ivoire,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0586555509266,0.0490470012552,0.0690608996091
Burkina Faso,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0462076657055,0.0390282153197,0.0541743832162
Benin,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0450372687449,0.0374872999827,0.0533054186134
Dominica,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.13086250469,0.111310313969,0.154553189957
Dominican Republic,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0531785179092,0.0450123567219,0.0622000092145
Antigua and Barbuda,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0917971518805,0.0770501971618,0.108215352067
Cuba,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0532401727417,0.0457225957328,0.0616109448205
Grenada,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.105592767279,0.087838542035,0.124439587708
Jamaica,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0885126309636,0.0750170314581,0.104665575808
Trinidad and Tobago,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.135567204563,0.112319039194,0.164037855594
The Bahamas,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0911380460276,0.0769850693117,0.106341152979
Saint Lucia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0878266452913,0.0741469826753,0.101667990254
Saint Vincent and the Grenadines,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.110518605672,0.0928591503535,0.128621710134
Barbados,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.110995575847,0.0943661343567,0.131639394663
Haiti,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0786529095169,0.064891424644,0.0931716988351
Puerto Rico,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0922932411493,0.0782867433282,0.107216429409
"Virgin Islands, U.S.",2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0867489886025,0.0718079166951,0.101948996265
Panama,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0780695412042,0.0676397685361,0.0905514796824
El Salvador,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.086198622718,0.0738812288444,0.100197932279
Nicaragua,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0655406160313,0.0563472830652,0.0768856028407
Mexico,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.117559078496,0.103006724639,0.13309559376
Honduras,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0676358263368,0.056885259357,0.0801973277353
Guatemala,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.12716631293,0.109207359074,0.147353279752
Costa Rica,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0443858257781,0.0384033531825,0.0511789873409
Belize,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0883310942612,0.0745366760086,0.105260750724
United States,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0777314088666,0.0722653443068,0.0834660323439
Greenland,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0391589550688,0.0325848027029,0.0472280042986
Bermuda,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0645661758499,0.0545240057971,0.0759466221752
Colombia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0521251293327,0.0453612660615,0.0598543334699
Guyana,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.112718491117,0.0940657889423,0.136268532632
Ecuador,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0741593287397,0.0625292702208,0.0867516862804
Paraguay,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.077398683339,0.0652265735826,0.0914517371687
Suriname,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0857847269949,0.0723406335882,0.102050674632
Uruguay,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0302248682152,0.0258304927131,0.0357164407294
Venezuela,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0703317673245,0.0604266715679,0.0815854985797
Peru,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0343905914971,0.0291005673333,0.0401122645283
Chile,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.033761792638,0.0282722338252,0.0402303625315
Brazil,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0610449543756,0.0524467387396,0.0710109731952
Bolivia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0587310092288,0.0496864006656,0.0685323354967
Argentina,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0378840031616,0.0315656234049,0.0448385560496
Turkmenistan,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0687630880439,0.0580814775191,0.0809634255424
Uzbekistan,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0581879659234,0.04933552313,0.0692320674815
Tajikistan,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.052065765309,0.0431167235187,0.0624997986873
Kyrgyzstan,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0429417570036,0.0363891468223,0.0507172294442
Kazakhstan,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0530046623226,0.0447731995428,0.0618995125273
Mongolia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.056242326448,0.0468469656415,0.0675126063046
Taiwan,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.120319679906,0.100543490799,0.142171623666
South Korea,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0560527732021,0.0472551147994,0.0661086691202
North Korea,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0672202477086,0.0570147590829,0.0784386098615
Japan,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0284622320801,0.0245027657567,0.0328765114473
China,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0727586009338,0.0645682319261,0.0808500885836
Myanmar,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.115835123181,0.0959994501943,0.137322486372
Cambodia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0640952882557,0.0530536515449,0.0746241911772
Vietnam,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0676858140747,0.0574517803819,0.0782044971695
Laos,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.116645304537,0.0997707112579,0.135296486162
Malaysia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0945539444545,0.0821714005554,0.110751167438
Thailand,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0869582184158,0.074746886875,0.102065903497
Brunei,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0859175678023,0.0709570534257,0.10341098783
Philippines,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.124618591933,0.105998978559,0.145314935073
Indonesia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.133517977283,0.113688559298,0.1560706111
Singapore,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0295764937627,0.0249620691067,0.0349769360737
Timor-Leste,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0747886807042,0.0626102590008,0.0876454661209
Maldives,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.062438064742,0.0528116126648,0.07353997427
Nepal,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0726697611773,0.0601816466413,0.0855295604749
Pakistan,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.117728676257,0.0986174420213,0.140328284471
Iran,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0961003072923,0.0810780891385,0.11227121897
Sri Lanka,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.118406035451,0.101484138847,0.137274317868
Bhutan,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.114852569113,0.0959961111465,0.135917250574
Bangladesh,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0808887398697,0.0704590058009,0.0924358619289
Afghanistan,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.140815707203,0.115585820374,0.169770995709
Oman,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.15591452564,0.130236420095,0.189621052316
Kuwait,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.102953574683,0.0874264442228,0.121716806188
Palestine,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0910506941554,0.0767502727005,0.107476338771
Lebanon,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.114246577994,0.0948936549799,0.136482364955
Qatar,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.149750859096,0.122906029661,0.183120074691
Saudi Arabia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.102856086648,0.0866010086407,0.121556494081
Turkey,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0948141843991,0.0812520632236,0.110332469085
Yemen,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0981244512921,0.0805263769992,0.116830276685
Iraq,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.200258393599,0.167236616409,0.236321283639
Jordan,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.131824697685,0.110881648538,0.157353834194
Syria,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0845917114865,0.0718583124009,0.100100686716
Israel,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0382282046324,0.0319782806109,0.045148921093
Georgia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0570934724356,0.0470429935003,0.0683785538362
Cyprus,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0415748919617,0.0344742840422,0.0495574422265
Bahrain,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.157973621049,0.130160332754,0.190427076213
Azerbaijan,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.065724216899,0.0555725809733,0.0788902793353
Armenia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0680721414075,0.056415735979,0.0825711794499
United Arab Emirates,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.167077022592,0.135762201287,0.202576846091
Moldova,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0409056577793,0.0344759748457,0.0481913851501
Hungary,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0534038382505,0.0447060775649,0.0647079800801
Poland,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0432890941268,0.0353824646993,0.0518323221222
Romania,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0321175679777,0.0269424484712,0.0381355128384
Ukraine,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0396869049634,0.0336433907209,0.0470127512864
Belarus,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0389279384379,0.0324274607294,0.0465038293088
Czech Republic,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0380079287687,0.0318843137809,0.0453886095446
Russia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0347943337818,0.0294716701279,0.0409565300613
Slovakia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0406252489919,0.0341943604645,0.0487441911048
Bulgaria,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0463497501207,0.0389851909915,0.054609601288
Norway,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0410677879754,0.034893779774,0.0481267156708
Sweden,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0463716374804,0.0395017150407,0.0538472097103
Lithuania,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0449892578567,0.0374664713097,0.0535594643089
Latvia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0472896262032,0.0395425376661,0.0569652863177
Ireland,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0302933528132,0.0259595477127,0.0350508497855
Iceland,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.025439484952,0.0213380125817,0.0305533444774
United Kingdom,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0285253370167,0.0247950864545,0.0325819543139
Finland,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0419144161495,0.0357145987872,0.0484181266196
Estonia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0387529370223,0.0323952990821,0.0463996693768
Denmark,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0428133742547,0.0362824715511,0.0500854205659
Macedonia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0450900799366,0.0368686985422,0.0552795660447
Montenegro,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0504442039972,0.0424605632899,0.0600349280025
Croatia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0300981551292,0.025539361666,0.0354164258061
Malta,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0486238042533,0.0407476454523,0.0581067730232
Slovenia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0296005795013,0.0244884273064,0.0355302513727
Greece,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0246231528841,0.0200353402991,0.0296124218393
Italy,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0326856017265,0.0276767539981,0.0379942025796
Portugal,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0324689663255,0.0270917415324,0.0385834671394
Serbia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0503767767227,0.0422672295105,0.0594093013582
Spain,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0276227954253,0.0229766906545,0.0323135549153
Bosnia and Herzegovina,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0497068579175,0.0404922314488,0.0607408138128
Andorra,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0289879234654,0.0240229747366,0.0345005054241
Albania,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0254780436058,0.0213373923184,0.0302900838633
Netherlands,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.038467157025,0.032329236621,0.0453523031223
Luxembourg,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0382129446508,0.0320371407415,0.0453066574832
France,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0261133634035,0.0216088891793,0.0311440919708
Germany,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0325624342683,0.0273370973767,0.0392613862812
Switzerland,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.027904912941,0.0230812677719,0.0333818906963
Belgium,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0346727517656,0.0292311991771,0.0408862740952
Austria,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.027649219691,0.0229222521591,0.0328678893938
New Zealand,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0597578130624,0.0506318164428,0.0701567141057
Australia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0416368967667,0.0355115881989,0.0481651828126
Papua New Guinea,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.185517555586,0.154797330775,0.216727847573
Vanuatu,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.180217442882,0.147541916934,0.217680660436
Solomon Islands,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.219055484098,0.18252380529,0.25675031654
Fiji,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.31422235843,0.261837384943,0.372807469093
Guam,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.180310404058,0.154126124916,0.209714327135
Northern Mariana Islands,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.176048859087,0.14884703929,0.206176676498
Marshall Islands,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.428651019418,0.362975645211,0.501093105059
Federated States of Micronesia,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.217319788188,0.180972618209,0.253462236256
Kiribati,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.260011616867,0.220317051533,0.305849272067
Samoa,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.185054644212,0.156185531601,0.218969901715
Tonga,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.183455757735,0.155647556438,0.211377044452
American Samoa,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.25581299828,0.216173337143,0.30177881781
Canada,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0435584210755,0.0367039385549,0.0513847521042
Egypt,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.131182365051,0.107954424429,0.159402014473
India,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0794806941406,0.0676505265028,0.0926517527104
England,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0257331742597,0.0221186960925,0.0297525229206
Northern Ireland,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0338948299318,0.0297631347187,0.0388757537725
Scotland,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0455430793443,0.0405981340896,0.0508904959496
Wales,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0454519625768,0.0404748785521,0.051118190856
Stockholm,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.034678686334,0.0292323405174,0.0407434351362
Sweden except Stockholm,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0503815185871,0.0429412893857,0.0587177786407
North East England,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0253698402653,0.0210579741589,0.0300810496768
North West England,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0318745680366,0.0271912194469,0.0379308405059
Yorkshire and the Humber,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0293030167595,0.0240772922263,0.0355058482484
East Midlands,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0116225338676,0.0103379964288,0.013075273487
West Midlands,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00546977812981,0.00464545546027,0.00634753072502
East of England,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0301295863205,0.0256306183009,0.0347703006843
Greater London,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0301269470929,0.0252273640494,0.0355710757299
South East England,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0292303946066,0.0247088373746,0.0342428088455
South West England,2015,40-44 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0300369336931,0.0259150659579,0.0346661028585

"Global Burden of Disease Study 2015. Global Burden of Disease Study 2015 (GBD 2015) Results. Seattle, United States: Institute for Health Metrics and Evaluation (IHME), 2016."
"Available from from https://http://vizhub.healthdata.org/gbd-compare/"
"For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions"
