Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Burundi,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0886200609538,0.0760010641739,0.103437082942
Gabon,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.214607601372,0.184819054346,0.248954065306
Equatorial Guinea,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.23697889432,0.201892778048,0.274938663054
Chad,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.108682558859,0.0932002850089,0.125704450996
Sao Tome and Principe,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0993954049625,0.0861110066749,0.114518452644
Congo,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.188971651379,0.162432044498,0.219070391789
Democratic Republic of the Congo,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.143232924049,0.123437317501,0.165212556169
Cameroon,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1100101005,0.0951979847875,0.126765043615
Central African Republic,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.16370319561,0.140341470645,0.190641641093
Angola,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.169536952058,0.145941082161,0.19584593678
Morocco,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.293979591862,0.253307748638,0.337039760335
Libya,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.214134456737,0.187105595822,0.24584416588
Sudan,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.206524910871,0.178184143332,0.239291642964
Tunisia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.232576980987,0.202430845752,0.267919363164
Algeria,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.253600172435,0.220964669075,0.290246523154
Namibia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.215821298261,0.185450012759,0.25077310954
Swaziland,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.305863136246,0.262696896271,0.352930116039
Lesotho,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.25544673602,0.220904660049,0.295647355057
South Africa,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.251623179355,0.219841274595,0.285035722149
Botswana,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.252283872349,0.21475160034,0.293599888782
Togo,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0939377159978,0.0816206247527,0.107819785678
Sierra Leone,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.101358611231,0.0878900179909,0.117709183655
Senegal,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.120741461012,0.103297725419,0.140056581015
Nigeria,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0775969431844,0.067135562179,0.0894518743213
Niger,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0987785667702,0.0849386109018,0.113909958201
Mauritania,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.10486966158,0.0897789595769,0.12181509332
Mali,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0981431034435,0.0847660003294,0.112459809098
Liberia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.102977005524,0.0885899970129,0.118491081537
Guinea-Bissau,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.112599712063,0.0962913212783,0.130912568726
The Gambia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0873320022927,0.075776432769,0.101001600705
Guinea,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0827865434289,0.0713791695422,0.0955206496811
Ghana,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.110198524638,0.0947572995493,0.127615135831
Cape Verde,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.145123383353,0.12771502326,0.16378693594
Cote d'Ivoire,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.109003246445,0.0939845008201,0.126353715686
Burkina Faso,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.084301088227,0.0731049082712,0.0963524100102
Benin,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0837476529897,0.0720507627288,0.0965285502693
Dominica,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.293717884836,0.25789183595,0.333834331927
Dominican Republic,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.11946392725,0.104154652986,0.136026381271
Antigua and Barbuda,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.235653829663,0.204384073336,0.27250344156
Cuba,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.119180413338,0.104630522155,0.135097981099
Grenada,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.253899892171,0.221004500398,0.287299286925
Jamaica,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.232745704771,0.201193014913,0.266270579935
Trinidad and Tobago,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.364310556826,0.317505484744,0.412974470438
The Bahamas,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.207896254876,0.179245626901,0.239613330102
Saint Lucia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.215888576061,0.18677187139,0.248980869173
Saint Vincent and the Grenadines,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.277523290514,0.243482316593,0.315185123218
Barbados,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.268821805302,0.234628960624,0.308442647607
Haiti,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.177690414527,0.152898557629,0.204645944375
Puerto Rico,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.23006274442,0.201376891501,0.259948908837
"Virgin Islands, U.S.",2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.210285275801,0.181329982446,0.240066755239
Panama,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.189823117017,0.167444688243,0.212863498027
El Salvador,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.191836806597,0.167768314667,0.217997386616
Nicaragua,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.153612452108,0.135276279325,0.177292950064
Mexico,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.297973223489,0.266837728148,0.332086535476
Honduras,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.163798155951,0.141800501242,0.188575224188
Guatemala,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.287213211624,0.251708470164,0.325473397954
Costa Rica,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.103040693233,0.0893916623193,0.118973074208
Belize,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.223867177653,0.192272365722,0.259062539859
United States,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.208358534295,0.196856383756,0.219337242938
Greenland,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.120400192015,0.105175380356,0.136743796946
Bermuda,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.161855557362,0.140377893666,0.186803702684
Colombia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.126755277945,0.110451539499,0.143397090381
Guyana,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.275716495723,0.239589022139,0.317464047706
Ecuador,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.174159637365,0.150769232284,0.200768734099
Paraguay,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.210036587633,0.183261183575,0.238056662499
Suriname,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.202781840401,0.176650797322,0.232774098163
Uruguay,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0974502880948,0.0850228850018,0.112162074196
Venezuela,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.175780374511,0.152701242106,0.200259689281
Peru,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0761795770392,0.0660217739515,0.0869589652116
Chile,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.122189098002,0.106204461893,0.141262234142
Brazil,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.156689595736,0.137020740707,0.177750493942
Bolivia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.124014474488,0.106583100239,0.142361173737
Argentina,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.12539736304,0.110293067768,0.143568330446
Turkmenistan,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.16076044663,0.139388836584,0.183683865198
Uzbekistan,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.140143710909,0.122157863242,0.160202370222
Tajikistan,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.129367341491,0.112637235376,0.147833626216
Kyrgyzstan,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.10440386385,0.0916089755353,0.119946392161
Kazakhstan,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.129232526093,0.112699731251,0.148982782457
Mongolia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.123153488058,0.106797854031,0.14236699827
Taiwan,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.260126212726,0.226739132414,0.29649909103
South Korea,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.164622961379,0.144748862652,0.182955614343
North Korea,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.123137674016,0.107312948533,0.13932818751
Japan,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0662914871576,0.0581285564215,0.074836504431
China,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.133225582175,0.121495639738,0.145043856827
Myanmar,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.221799837586,0.19388675167,0.255281742824
Cambodia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.132602529456,0.114489732282,0.152647386187
Vietnam,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.137479928476,0.121725362364,0.155524589113
Laos,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.219148974264,0.192926592242,0.251317350216
Malaysia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.183824496867,0.16244263019,0.208292055269
Thailand,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.168278246061,0.148786828769,0.189190181124
Brunei,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.240630165789,0.207184715405,0.279185899301
Philippines,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.236914698244,0.209515321756,0.264431258858
Indonesia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.239907410899,0.20987380015,0.27004963498
Singapore,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0823763811928,0.071066739105,0.0945416433881
Timor-Leste,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.147529578403,0.128691210563,0.16848934847
Maldives,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.129231229478,0.112971291941,0.146561856795
Nepal,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.157163060611,0.136114882959,0.180455845934
Pakistan,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.249450435045,0.217489022601,0.28072056386
Iran,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.203078852678,0.177088791339,0.230573330524
Sri Lanka,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.244829792616,0.215673158452,0.282605657175
Bhutan,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.238724150926,0.209950843579,0.272162657001
Bangladesh,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.163152234268,0.143777095157,0.184493296164
Afghanistan,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.276659191687,0.2400434218,0.315752606541
Oman,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.365276038126,0.318854135712,0.415461751252
Kuwait,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.239763801302,0.209037368923,0.272492948342
Palestine,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.198307436768,0.171156686196,0.224931434533
Lebanon,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.232777832254,0.201936848275,0.267226034745
Qatar,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.377147120159,0.32382987338,0.43831845791
Saudi Arabia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.218490387555,0.191610529306,0.245369691898
Turkey,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.20599852881,0.18120053217,0.234844517498
Yemen,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.202002988728,0.175371171246,0.231600878056
Iraq,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.36323154637,0.317764542444,0.413349366223
Jordan,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.30973001738,0.268257056402,0.353906824701
Syria,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.180748481673,0.157062244772,0.205678562918
Israel,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.145071407608,0.130210396612,0.162524136083
Georgia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.158783663566,0.13811869306,0.180948306112
Cyprus,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.130322008594,0.111093932917,0.152643120849
Bahrain,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.357078123976,0.310063256588,0.408443048402
Azerbaijan,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.169056354275,0.146120786586,0.19331200092
Armenia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.193650269174,0.168871035978,0.220858887907
United Arab Emirates,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.392964543777,0.340212255145,0.449788059018
Moldova,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.104353394224,0.0909732041659,0.119996839072
Hungary,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.159241859724,0.136741748241,0.182113201187
Poland,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.119668062695,0.104422134169,0.135297839148
Romania,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0880930139612,0.0763648619281,0.100680836257
Ukraine,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0898319654797,0.0780915676146,0.103003092242
Belarus,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.092649036232,0.0804154603406,0.106236559219
Czech Republic,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.113550812599,0.0982402249056,0.130709420635
Russia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0872327521681,0.0756943028109,0.099868729047
Slovakia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.116630893711,0.101313634743,0.132493209162
Bulgaria,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.132099037096,0.11578942684,0.150820599311
Norway,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.104560120519,0.0898200528509,0.120969178793
Sweden,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.136529373004,0.120253677229,0.15412505986
Lithuania,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1060595385,0.0916509937885,0.122248285778
Latvia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.119615114811,0.102343127194,0.138744895875
Ireland,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0844260530335,0.0732126472582,0.0974031359063
Iceland,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0765772506531,0.066639159197,0.0874646787419
United Kingdom,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.070833173697,0.0622995358503,0.0803022105882
Finland,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0968540851686,0.0852910746366,0.110247356837
Estonia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0930718640165,0.0804601394757,0.106411238419
Denmark,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.116560336211,0.100968183662,0.131944921896
Macedonia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.148193676844,0.127965797529,0.1686654685
Montenegro,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.131684804508,0.11443464765,0.152432114075
Croatia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0963465529145,0.0831127394991,0.110937856499
Malta,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.130841250909,0.11299167357,0.151837599697
Slovenia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.098633505239,0.0848532030102,0.113550996357
Greece,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0784748844973,0.0673945749521,0.0903697582619
Italy,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.105072964156,0.0911519089889,0.120531893537
Portugal,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.107541735836,0.0915630551993,0.123926597913
Serbia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.148381907711,0.128278549972,0.171654670805
Spain,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0908727443636,0.0794393667429,0.104533211762
Bosnia and Herzegovina,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.14110191357,0.122376460621,0.160851993632
Andorra,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0834999474765,0.0715436635533,0.0968817421273
Albania,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0676594679747,0.058215778161,0.0777059246797
Netherlands,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.117820153042,0.101948669856,0.135738801814
Luxembourg,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.115275530881,0.100050060255,0.132949066227
France,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0805315950585,0.0694017431886,0.0930541256979
Germany,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0979123965907,0.0849453813699,0.111197912817
Switzerland,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0861681543659,0.074520502875,0.0985710669816
Belgium,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.100446810339,0.0866638781346,0.11502496781
Austria,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0931747970892,0.0786901445349,0.108688540441
New Zealand,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.157904932778,0.136567367874,0.182205933794
Australia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.111747512874,0.097013338362,0.127637896895
Papua New Guinea,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.351561876751,0.307706758866,0.398202173773
Vanuatu,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.353808051434,0.311603628056,0.402316794503
Solomon Islands,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.409652828447,0.358792734126,0.463103008103
Fiji,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.629147568045,0.56765955651,0.690562553084
Guam,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.349498878417,0.306199398387,0.396066597273
Northern Mariana Islands,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.357679307152,0.315564143049,0.403171174003
Marshall Islands,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.712205709325,0.648566484249,0.771190167569
Federated States of Micronesia,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.413763034725,0.364710142079,0.465353795637
Kiribati,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.489724350639,0.434911660392,0.546322687076
Samoa,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.363502719777,0.322713579944,0.412176050699
Tonga,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.379856661843,0.336036319711,0.424101848418
American Samoa,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.493983150594,0.439080926667,0.5485361622
Canada,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.139057106521,0.118421222809,0.15848138358
Egypt,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.281217114438,0.247533449441,0.317135915632
India,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.173390215818,0.153454795737,0.193546137597
England,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0627534220405,0.0544076695214,0.0720710595478
Northern Ireland,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.087374708926,0.0768083713178,0.0992643584018
Scotland,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.114791253054,0.104054043863,0.126555457332
Wales,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.111693636512,0.100864204311,0.12340169737
Stockholm,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0944905889015,0.0808614760576,0.110775420056
Sweden except Stockholm,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.147776219103,0.13006874671,0.166749698703
North East England,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0588638817699,0.049224856205,0.0692621533131
North West England,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0766779563674,0.0662818088002,0.0878407946835
Yorkshire and the Humber,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0718530674225,0.0595002026277,0.0857524462076
East Midlands,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0255082934683,0.022842997188,0.028233605598
West Midlands,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0162483032967,0.013430210735,0.0195884898628
East of England,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0738189990814,0.0634196087958,0.0858840161684
Greater London,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.076346025023,0.0652957530588,0.0877048438204
South East England,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0717960587511,0.0615394704895,0.0834245281557
South West England,2015,55-59 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0725532828206,0.0621199841907,0.0837291877091

"Global Burden of Disease Study 2015. Global Burden of Disease Study 2015 (GBD 2015) Results. Seattle, United States: Institute for Health Metrics and Evaluation (IHME), 2016."
"Available from from https://http://vizhub.healthdata.org/gbd-compare/"
"For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions"
