Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Tunisia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2752369122,0.2415387183,0.311117468
Algeria,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2894859673,0.2547330727,0.3299253059
Namibia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2629294559,0.2267563537,0.300669195
Swaziland,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.363087753,0.3131893698,0.409347739
Lesotho,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.3034265827,0.2659116333,0.3444313135
South Africa,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.3094281299,0.2735395706,0.3470889016
Botswana,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.3035404881,0.2622720071,0.3459839571
Togo,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1131106757,0.0981214371,0.1293198702
Sierra Leone,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1217053281,0.1047541521,0.1399259914
Senegal,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1453831525,0.1242948028,0.1675382027
Nigeria,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0942334712,0.0812971359,0.108280658
Niger,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1199435203,0.1019614978,0.138213464
Mauritania,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1278413913,0.1091774679,0.1484929474
Mali,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1188587618,0.1030993236,0.1357963193
Liberia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1255250861,0.1087573329,0.1448549719
Guinea-Bissau,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1345563195,0.1145851961,0.1538491311
The Gambia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1061076679,0.0917601626,0.1223661337
Guinea,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1000804269,0.0864872348,0.1148471785
Ghana,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1337075419,0.1142311578,0.1533045058
Cape Verde,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1765964167,0.1549690508,0.2009103816
Cote d'Ivoire,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1309455891,0.113121699,0.1503469452
Burkina Faso,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1015456671,0.0881804625,0.1156742889
Benin,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1016599417,0.0868194581,0.117457587
Dominica,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.3391199503,0.3014070472,0.3839831741
Dominican Republic,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1402487526,0.1227770769,0.1597863259
Antigua and Barbuda,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2789913802,0.2444704681,0.3141506849
Cuba,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.141777143,0.1270350486,0.1611414631
Grenada,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2947347523,0.259935403,0.3299226118
Jamaica,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.280697789,0.2441777028,0.3203538323
Trinidad and Tobago,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.4162729286,0.3707036619,0.463358044
The Bahamas,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2419613434,0.2124354939,0.2764193076
Saint Lucia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2591199806,0.226604069,0.2941005223
Saint Vincent and the Grenadines,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.3216959112,0.2833245092,0.3587070931
Barbados,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.3147509627,0.276740518,0.3551717799
Haiti,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2053767353,0.178539087,0.2325042721
Puerto Rico,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2713912628,0.2375472923,0.3065341642
"Virgin Islands, U.S.",2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2448587642,0.2149174128,0.2777995975
Panama,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2293168388,0.2008217208,0.2596108891
El Salvador,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2250990551,0.1990788007,0.2545337899
Nicaragua,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1837795807,0.1622708402,0.2089554132
Mexico,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.3545579798,0.3202275221,0.3912667741
Honduras,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1954743747,0.1702599626,0.2228949626
Guatemala,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.3334534168,0.2950219365,0.3778940978
Costa Rica,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1251680082,0.1091065435,0.1435408703
Belize,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2578023208,0.2274239628,0.2913813114
United States,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2709094074,0.2556766016,0.2845140878
Greenland,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1553761793,0.13496764,0.175999541
Bermuda,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1913884184,0.1671375843,0.2179919529
Colombia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1551044729,0.1358983144,0.1762127148
Guyana,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.3126657785,0.2764161434,0.353381487
Ecuador,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2093235132,0.1831684027,0.238662779
Paraguay,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2566648504,0.2242382146,0.2893418189
Suriname,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2348582422,0.2063017363,0.2670578268
Uruguay,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1275750892,0.1123510578,0.1439246665
Venezuela,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2140880894,0.1861729824,0.2449097872
Peru,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0917090206,0.0798208884,0.1043569851
Chile,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1639142903,0.1440957577,0.1856585666
Brazil,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1918430585,0.1698515415,0.2160161845
Bolivia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1495677485,0.1294662347,0.1708878138
Argentina,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1604213912,0.142479679,0.1801543348
Turkmenistan,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1859126962,0.1636817666,0.2109631708
Uzbekistan,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1624459057,0.1425447774,0.1850056521
Tajikistan,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1518576001,0.134706,0.1728945337
Kyrgyzstan,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1241579141,0.1107057175,0.1406174302
Kazakhstan,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1569119975,0.1379448808,0.1786106756
Mongolia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1441480957,0.1264127822,0.1645068013
Taiwan,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.3001815151,0.2670125093,0.3353176576
South Korea,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2025352458,0.1811237858,0.225007246
North Korea,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1404122508,0.1234236948,0.1576238093
Japan,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0796380343,0.0702643541,0.0888941177
China,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1482230356,0.1359667492,0.1619670956
Myanmar,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2508364982,0.2218383203,0.2848730748
Cambodia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1517497969,0.1336663897,0.1716069886
Vietnam,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1642139723,0.1451651742,0.185428286
Laos,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2470571292,0.2184025041,0.2792564776
Malaysia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2102247037,0.1861248235,0.2369174439
Thailand,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1936830783,0.1714642427,0.2177036016
Brunei,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2886669119,0.2583048993,0.3201123272
Philippines,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.266337479,0.2375167891,0.2957611052
Indonesia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2630965833,0.2330017047,0.2962367413
Singapore,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.102056812,0.0887011468,0.1160000403
Timor-Leste,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1702874602,0.1506942909,0.1913854346
Maldives,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1508324457,0.1321741748,0.1709260001
Nepal,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1719961823,0.1512282204,0.1949291959
Pakistan,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2659087604,0.2356496963,0.2963169834
Iran,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2360824366,0.2082958541,0.2682717223
Sri Lanka,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2851065868,0.2538155721,0.322633545
Bhutan,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2611636552,0.2315139309,0.2948327726
Bangladesh,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.187041602,0.1658182,0.209784681
Afghanistan,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.3112919194,0.2734280605,0.3489736481
Oman,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.4153482884,0.3679870699,0.4635875716
Kuwait,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.28732154,0.2511585749,0.3247521347
Palestine,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2304036638,0.2026763575,0.2577687057
Lebanon,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2698986425,0.2363980968,0.3068316181
Qatar,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.4484089883,0.392670223,0.511124289
Saudi Arabia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2472687014,0.2183924993,0.2781031821
Turkey,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2433048454,0.2151874389,0.2767700151
Yemen,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2315916511,0.2024696499,0.261664146
Iraq,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.400756515,0.3550785804,0.4505320761
Jordan,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.3613868377,0.3173262241,0.4094662038
Syria,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2121078928,0.186301206,0.2398539052
Israel,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1901632714,0.1755233709,0.2061482982
Georgia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1902322159,0.166919655,0.2138529585
Cyprus,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.170882687,0.1474550807,0.1998299596
Bahrain,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.4123075871,0.3678947851,0.4633237902
Azerbaijan,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2008196243,0.1759448646,0.2267773803
Armenia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.2387960399,0.2109394173,0.2661454734
United Arab Emirates,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.448740802,0.3950686226,0.5029926636
Moldova,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1272851793,0.1115942987,0.1452770969
Hungary,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1966206337,0.1717078458,0.2218831983
Poland,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1469940704,0.1298661019,0.1646051255
Romania,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1069558411,0.0935108132,0.1209440967
Ukraine,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1071546468,0.0934469591,0.122076676
Belarus,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1124544941,0.0983860273,0.1284761376
Czech Republic,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.144454193,0.1259091884,0.1646587571
Russia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1077372158,0.0942747017,0.122906148
Slovakia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1449943204,0.1265988868,0.1640633404
Bulgaria,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1592713672,0.1403003111,0.1795973981
Norway,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1300293279,0.1137706152,0.1483753971
Sweden,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1761063647,0.1562295426,0.1986011528
Lithuania,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1276069267,0.1116855091,0.1451271806
Latvia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1463221376,0.1266040141,0.1680266156
Ireland,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1080914703,0.0939100313,0.1234019236
Iceland,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0999025256,0.0871459519,0.1145357471
United Kingdom,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0871517196,0.0766483727,0.0980390952
Finland,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1181036615,0.1037576001,0.1340603031
Estonia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1130597484,0.0982611978,0.1282028613
Denmark,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1436465488,0.1253711519,0.1638449986
Macedonia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1888363602,0.1644487725,0.2136033117
Montenegro,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1608693503,0.1399220859,0.1833046144
Croatia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1234076749,0.1072596432,0.1407549955
Malta,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.163169594,0.140205367,0.1860205787
Slovenia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1274288153,0.1092243527,0.1453781166
Greece,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1000416731,0.0869814951,0.1142814837
Italy,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1354362468,0.1174308666,0.15425257
Portugal,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1415887386,0.1208607016,0.1643425899
Serbia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1846152504,0.1605188624,0.20996761
Spain,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1207625839,0.1052818369,0.1373775456
Bosnia and Herzegovina,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1805524142,0.1565219522,0.204456961
Andorra,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1074803954,0.0921036302,0.1242417714
Albania,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0850924715,0.0744986416,0.0973954362
Netherlands,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1485461446,0.1294279064,0.1692797957
Luxembourg,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1461062282,0.1276674821,0.1665462066
France,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1017223444,0.0881593105,0.117408154
Germany,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.124796844,0.1081227876,0.1397423746
Switzerland,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1114540203,0.0960929028,0.1274309617
Belgium,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1271625354,0.10969898,0.1456285215
Austria,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1208194676,0.1021996676,0.1397880132
New Zealand,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1939869429,0.168785733,0.2214337547
Australia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1430108233,0.1255750058,0.1616744807
Papua New Guinea,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.3891578294,0.345318683,0.4351160491
Vanuatu,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.3833041652,0.3443260776,0.4250546452
Solomon Islands,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.4483829459,0.4006882669,0.4989301707
Fiji,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.6735163219,0.6247851056,0.7211953824
Guam,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.3919733704,0.3477299332,0.4402588895
Northern Mariana Islands,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.405149946,0.3618442993,0.453403987
Marshall Islands,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.7553587555,0.7002302265,0.8063689773
Federated States of Micronesia,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.4549867302,0.4043958132,0.5053527859
Kiribati,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.5297669703,0.4770890299,0.5803392219
Samoa,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.4063929111,0.3634018455,0.4531066066
Tonga,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.4278816954,0.3833145617,0.4710339949
American Samoa,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.5392330561,0.4860950238,0.5902133192
Canada,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1847909341,0.1591235641,0.208939006
Egypt,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.3137580211,0.278990067,0.3504698841
India,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1844830835,0.1645336228,0.2056403802
England,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0772432549,0.0673011797,0.0882549879
Northern Ireland,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1091370281,0.0963628603,0.1242447878
Scotland,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1420888048,0.1293475208,0.1565424154
Wales,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1381370455,0.1245673831,0.1515526833
Stockholm,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1188261051,0.1022415942,0.1379408988
Sweden except Stockholm,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.1898188308,0.1686490519,0.2134084613
North East England,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0717725207,0.0596813842,0.0843286282
North West England,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0940939296,0.0815581201,0.1074956109
Yorkshire and the Humber,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.088896587,0.0739755595,0.1050589494
East Midlands,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0318439134,0.0286410143,0.0351558822
West Midlands,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.022369775,0.0183514656,0.0272689775
East of England,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0911097557,0.0783648667,0.1051650771
Greater London,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0942283387,0.0814718191,0.1085364122
South East England,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0886782143,0.0760639136,0.1018834753
South West England,2015,60-64 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0891803822,0.0770884114,0.1019327711
,,,,,,,,
"Global Burden of Disease Study 2015. Global Burden of Disease Study 2015 (GBD 2015) Results. Seattle, United States: Institute for Health Metrics and Evaluation (IHME), 2016.",,,,,,,,
Available from from https://http://vizhub.healthdata.org/gbd-compare/,,,,,,,,
"For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions",,,,,,,,
